bb_period,bb_devfactor,rsi_period,rsi_oversold,rsi_overbought,use_midband,bb_touch_pct,final_value,total_return,sharpe_ratio,max_drawdown,total_trades,win_rate
25,1.5,14,30,70,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
25,1.5,14,35,70,False,0.01,90551.19509156058,-9.448804908439415,-0.9316135166007733,28.329227915031158,4,50.0
15,1.5,10,25,75,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
15,1.5,10,30,75,False,0.01,90551.19509156058,-9.448804908439415,-0.9316135166007733,28.329227915031158,4,50.0
20,1.5,10,30,75,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
20,1.5,10,25,75,False,0.01,90551.19509156058,-9.448804908439415,-0.9316135166007733,28.329227915031158,4,50.0
20,2.0,10,30,75,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
20,2.0,10,25,75,False,0.01,90551.19509156058,-9.448804908439415,-0.9316135166007733,28.329227915031158,4,50.0
25,1.5,10,30,75,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
25,1.5,10,25,75,False,0.01,138866.69429304285,38.86669429304285,0.5528772682187079,25.004633359479,12,33.33333333333333
20,2.0,14,35,70,False,0.01,117695.97729516287,17.69597729516287,0.5872309298460568,21.435191513689272,1,100.0
25,2.0,14,35,70,False,0.01,138866.69429304285,38.86669429304285,0.5528772682187079,25.004633359479,12,33.33333333333333
25,2.0,10,30,75,False,0.01,131842.72458045412,31.842724580454117,0.6404880991639117,21.435191513689272,1,100.0
25,2.0,10,25,75,False,0.01,138866.69429304285,38.86669429304285,0.5528772682187079,25.004633359479,12,33.33333333333333
20,1.5,14,35,70,False,0.01,156638.28726554787,56.63828726554787,1.1286303474460373,22.85857151280743,1,0.0
20,2.0,14,30,70,False,0.01,138866.69429304285,38.86669429304285,0.5528772682187079,25.004633359479,12,33.33333333333333
15,1.5,10,30,65,False,0.01,117695.97729516287,17.69597729516287,0.5872309298460568,21.435191513689272,1,100.0
25,1.5,10,30,65,False,0.01,138866.69429304285,38.86669429304285,0.5528772682187079,25.004633359479,12,33.33333333333333
20,1.5,10,30,65,False,0.01,131842.72458045412,31.842724580454117,0.6404880991639117,21.435191513689272,1,100.0
15,1.5,10,35,75,True,0.01,138866.69429304285,38.86669429304285,0.5528772682187079,25.004633359479,12,33.33333333333333
15,2.0,10,35,70,True,0.01,156638.28726554787,56.63828726554787,1.1286303474460373,22.85857151280743,1,0.0
15,2.0,10,25,70,True,0.01,138866.69429304285,38.86669429304285,0.5528772682187079,25.004633359479,12,33.33333333333333
15,2.0,10,30,70,True,0.01,161496.9813616744,61.49698136167441,1.0097221413186515,21.435191513689258,3,100.0
15,2.0,10,35,75,True,0.01,138866.69429304285,38.86669429304285,0.5528772682187079,25.004633359479,12,33.33333333333333
15,2.0,10,30,75,True,0.01,186296.04832722092,86.29604832722092,0.9864958780570862,21.435191513689258,3,100.0
15,2.0,10,35,65,True,0.01,138866.69429304285,38.86669429304285,0.5528772682187079,25.004633359479,12,33.33333333333333
15,2.0,10,30,65,True,0.01,190695.0359483006,90.69503594830059,0.9487915749019838,22.85857151280744,2,50.0
15,2.0,10,25,65,True,0.01,150622.5443255752,50.622544325575205,0.6652021244407995,28.734416186280917,6,50.0
15,2.0,10,25,75,True,0.01,100000.0,0.0,0.0,0.0,0,0.0
15,2.5,10,25,70,True,0.01,150622.5443255752,50.622544325575205,0.6652021244407995,28.734416186280917,6,50.0
15,2.5,10,25,75,True,0.01,100000.0,0.0,0.0,0.0,0,0.0
15,2.5,10,30,75,True,0.01,150622.5443255752,50.622544325575205,0.6652021244407995,28.734416186280917,6,50.0
15,2.5,10,30,70,True,0.01,100000.0,0.0,0.0,0.0,0,0.0
15,2.5,10,30,65,True,0.01,150622.5443255752,50.622544325575205,0.6652021244407995,28.734416186280917,6,50.0
15,2.5,10,35,70,True,0.01,131842.72458045412,31.842724580454117,0.6404880991639117,21.435191513689272,1,100.0
15,2.5,10,35,75,True,0.01,150622.5443255752,50.622544325575205,0.6652021244407995,28.734416186280917,6,50.0
15,2.5,10,35,65,True,0.01,156638.28726554787,56.63828726554787,1.1286303474460373,22.85857151280743,1,0.0
15,2.5,10,25,65,True,0.01,150622.5443255752,50.622544325575205,0.6652021244407995,28.734416186280917,6,50.0
15,1.5,10,30,75,True,0.01,156638.28726554787,56.63828726554787,1.1286303474460373,22.85857151280743,1,0.0
15,1.5,10,35,65,True,0.01,150622.5443255752,50.622544325575205,0.6652021244407995,28.734416186280917,6,50.0
15,1.5,10,35,70,True,0.01,160508.35043139188,60.508350431391875,0.6720484738878727,21.435191513689258,2,100.0
15,1.5,10,30,70,True,0.01,150622.5443255752,50.622544325575205,0.6652021244407995,28.734416186280917,6,50.0
15,1.5,10,30,65,True,0.01,190695.0359483006,90.69503594830059,0.9487915749019838,22.85857151280744,2,50.0
15,1.5,10,25,75,True,0.01,150622.5443255752,50.622544325575205,0.6652021244407995,28.734416186280917,6,50.0
15,1.5,10,25,70,True,0.01,194882.57303363492,94.88257303363493,0.9361504604382721,22.85857151280744,2,50.0
15,1.5,10,25,65,True,0.01,90551.19509156058,-9.448804908439415,-0.9316135166007733,28.329227915031158,4,50.0
15,1.5,14,35,65,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
25,2.5,10,30,65,False,0.01,90551.19509156058,-9.448804908439415,-0.9316135166007733,28.329227915031158,4,50.0
25,2.5,10,25,70,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
25,2.5,10,25,65,False,0.01,90551.19509156058,-9.448804908439415,-0.9316135166007733,28.329227915031158,4,50.0
25,2.5,10,30,70,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
15,2.0,14,30,65,False,0.01,90551.19509156058,-9.448804908439415,-0.9316135166007733,28.329227915031158,4,50.0
20,2.5,14,30,65,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
15,2.5,14,30,65,False,0.01,90551.19509156058,-9.448804908439415,-0.9316135166007733,28.329227915031158,4,50.0
15,2.5,10,30,70,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
20,2.5,10,30,65,False,0.01,90551.19509156058,-9.448804908439415,-0.9316135166007733,28.329227915031158,4,50.0
20,2.5,10,25,70,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
20,2.5,10,30,70,False,0.01,90551.19509156058,-9.448804908439415,-0.9316135166007733,28.329227915031158,4,50.0
20,2.5,14,35,65,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
25,2.5,14,30,65,False,0.01,90551.19509156058,-9.448804908439415,-0.9316135166007733,28.329227915031158,4,50.0
25,2.5,14,35,65,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
15,2.5,10,25,70,False,0.01,90551.19509156058,-9.448804908439415,-0.9316135166007733,28.329227915031158,4,50.0
20,2.5,10,25,65,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
25,2.0,10,35,70,False,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
25,2.0,10,35,65,False,0.01,123504.57551826259,23.504575518262588,0.6168554026023473,4.064090565620165,1,100.0
15,2.0,10,25,65,False,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
25,1.5,10,25,70,False,0.01,123504.57551826259,23.504575518262588,0.6168554026023473,4.064090565620165,1,100.0
25,1.5,10,25,65,False,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
15,2.0,10,25,70,False,0.01,141679.8667324778,41.67986673247779,0.6562112167363218,21.435191513689272,1,100.0
20,1.5,10,25,65,False,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
20,1.5,10,25,70,False,0.01,141155.62980762697,41.15562980762697,0.6555629133493819,4.064090565620165,2,100.0
20,2.0,10,25,65,False,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
20,2.0,10,25,70,False,0.01,144800.70712216478,44.80070712216478,0.659756628034386,4.064090565620165,2,100.0
15,1.5,10,25,70,False,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
15,1.5,10,25,65,False,0.01,141679.8667324778,41.67986673247779,0.6562112167363218,21.435191513689272,1,100.0
15,2.5,10,25,65,False,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
15,2.5,10,30,65,False,0.01,150908.8011730241,50.90880117302411,1.0854585593605193,9.199820157532264,3,100.0
20,1.5,14,35,65,True,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
20,1.5,14,25,75,True,0.01,159407.85076301708,59.40785076301708,1.1401955957717766,9.19982015753226,3,100.0
20,1.5,14,25,70,True,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
20,1.5,14,35,70,True,0.01,158323.97784627049,58.32397784627048,1.0896439125256603,21.435191513689272,2,50.0
20,1.5,14,35,75,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
20,2.0,14,25,75,True,0.01,100000.0,0.0,0.0,0.0,0,0.0
20,2.0,14,25,70,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
20,2.0,14,35,65,True,0.01,100000.0,0.0,0.0,0.0,0,0.0
20,2.0,14,35,75,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
20,2.0,14,30,75,True,0.01,100000.0,0.0,0.0,0.0,0,0.0
20,2.0,14,30,65,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
20,2.0,14,35,70,True,0.01,114042.18163869694,14.042181638696944,0.5560390626410342,21.435191513689272,1,100.0
20,2.0,14,30,70,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
20,1.5,14,30,70,True,0.01,141679.8667324778,41.67986673247779,0.6562112167363218,21.435191513689272,1,100.0
20,1.5,14,30,75,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
20,1.5,14,25,65,True,0.01,145052.6011846002,45.052601184600206,0.6600213679632873,21.435191513689272,1,100.0
20,2.0,14,25,65,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
20,1.5,14,30,65,True,0.01,114042.18163869694,14.042181638696944,0.5560390626410342,21.435191513689272,1,100.0
20,2.5,14,25,75,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
20,2.5,14,25,70,True,0.01,141679.8667324778,41.67986673247779,0.6562112167363218,21.435191513689272,1,100.0
20,2.5,14,25,65,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
20,2.5,14,35,70,True,0.01,145052.6011846002,45.052601184600206,0.6600213679632873,21.435191513689272,1,100.0
20,2.5,14,35,75,True,0.01,108650.86742590976,8.65086742590976,0.7430309637919787,19.801887190719185,4,50.0
20,2.5,14,30,75,True,0.01,100000.0,0.0,0.0,0.0,0,0.0
20,2.5,14,35,65,True,0.01,108650.86742590976,8.65086742590976,0.7430309637919787,19.801887190719185,4,50.0
20,2.5,14,30,65,True,0.01,100000.0,0.0,0.0,0.0,0,0.0
20,2.5,14,30,70,True,0.01,108650.86742590976,8.65086742590976,0.7430309637919787,19.801887190719185,4,50.0
25,2.0,10,25,70,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
25,2.0,10,25,65,False,0.01,108650.86742590976,8.65086742590976,0.7430309637919787,19.801887190719185,4,50.0
20,2.0,14,35,65,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
25,1.5,14,30,65,False,0.01,108650.86742590976,8.65086742590976,0.7430309637919787,19.801887190719185,4,50.0
25,2.0,14,30,65,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
25,2.0,10,30,70,False,0.01,108650.86742590976,8.65086742590976,0.7430309637919787,19.801887190719185,4,50.0
25,1.5,14,35,65,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
20,1.5,14,35,65,False,0.01,108650.86742590976,8.65086742590976,0.7430309637919787,19.801887190719185,4,50.0
20,2.0,14,30,65,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
20,1.5,14,30,65,False,0.01,108650.86742590976,8.65086742590976,0.7430309637919787,19.801887190719185,4,50.0
25,2.0,14,35,65,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
25,2.0,10,30,65,False,0.01,108650.86742590976,8.65086742590976,0.7430309637919787,19.801887190719185,4,50.0
15,1.5,14,30,65,False,0.01,100000.0,0.0,0.0,0.0,0,0.0
20,2.0,20,35,70,True,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
20,2.0,20,30,70,True,0.01,123504.57551826259,23.504575518262588,0.6168554026023473,4.064090565620165,1,100.0
20,2.5,20,25,70,True,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
20,2.0,20,35,65,True,0.01,123504.57551826259,23.504575518262588,0.6168554026023473,4.064090565620165,1,100.0
20,2.0,20,25,75,True,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
20,2.5,20,35,75,True,0.01,141679.8667324778,41.67986673247779,0.6562112167363218,21.435191513689272,1,100.0
20,2.5,20,30,75,True,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
20,2.5,20,30,70,True,0.01,144800.70712216478,44.80070712216478,0.659756628034386,4.064090565620165,2,100.0
20,2.5,20,35,70,True,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
20,2.5,20,25,75,True,0.01,144800.70712216478,44.80070712216478,0.659756628034386,4.064090565620165,2,100.0
20,2.5,20,25,65,True,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
20,2.0,20,30,75,True,0.01,141679.8667324778,41.67986673247779,0.6562112167363218,21.435191513689272,1,100.0
20,2.5,20,30,65,True,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
20,2.0,20,35,75,True,0.01,154797.23978516672,54.79723978516672,1.0543338278075023,9.19982015753226,3,100.0
20,1.5,20,35,65,True,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
20,1.5,20,30,65,True,0.01,159407.85076301708,59.40785076301708,1.1401955957717766,9.19982015753226,3,100.0
20,1.5,20,25,75,True,0.01,103927.13328724517,3.9271332872451747,0.0936073537184922,25.163518194887423,9,33.33333333333333
20,1.5,20,25,65,True,0.01,158323.97784627049,58.32397784627048,1.0896439125256603,21.435191513689272,2,50.0
20,1.5,20,25,70,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
20,1.5,20,30,70,True,0.01,100000.0,0.0,0.0,0.0,0,0.0
20,1.5,20,30,75,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
20,2.0,20,25,65,True,0.01,100000.0,0.0,0.0,0.0,0,0.0
20,1.5,20,35,70,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
20,1.5,20,35,75,True,0.01,100000.0,0.0,0.0,0.0,0,0.0
20,2.0,20,30,65,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
20,2.0,20,25,70,True,0.01,114042.18163869694,14.042181638696944,0.5560390626410342,21.435191513689272,1,100.0
20,2.5,20,35,65,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
25,2.0,20,30,65,True,0.01,141679.8667324778,41.67986673247779,0.6562112167363218,21.435191513689272,1,100.0
25,2.0,20,30,70,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
25,2.0,20,35,70,True,0.01,145052.6011846002,45.052601184600206,0.6600213679632873,21.435191513689272,1,100.0
25,2.5,20,35,65,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
25,2.0,20,35,65,True,0.01,114042.18163869694,14.042181638696944,0.5560390626410342,21.435191513689272,1,100.0
25,2.0,20,35,75,True,0.01,114753.94096197806,14.753940961978063,0.7404072648539024,16.211144980135433,5,40.0
25,2.5,20,30,65,True,0.01,141679.8667324778,41.67986673247779,0.6562112167363218,21.435191513689272,1,100.0
