date,open,high,low,close,volume
2025-04-08,10.5,11.28,10.5,11.16,19284116.0
2025-04-09,10.8,11.36,10.52,11.28,12139500.0
2025-04-10,11.64,11.82,11.4,11.4,8656000.0
2025-04-11,11.36,11.62,11.18,11.36,8006084.0
2025-04-14,11.74,12.9,11.5,12.76,24927500.0
2025-04-15,13.02,13.54,12.2,12.38,30248500.0
2025-04-16,12.38,12.38,11.66,11.98,11942000.0
2025-04-17,11.88,12.04,11.78,11.86,6426000.0
2025-04-22,11.88,12.08,11.52,11.68,5393626.0
2025-04-23,11.88,12.04,11.72,12.0,7472124.0
2025-04-24,11.94,11.94,11.54,11.66,6547045.0
2025-04-25,11.76,11.94,11.5,11.52,5855519.0
2025-04-28,11.54,11.54,11.2,11.22,4079000.0
2025-04-29,11.26,12.3,11.26,12.08,14607019.0
2025-04-30,11.98,12.16,11.94,12.12,4170500.0
2025-05-02,12.14,12.16,11.94,12.1,638500.0
2025-05-06,12.1,12.38,12.02,12.14,3488500.0
2025-05-07,12.22,12.42,12.02,12.04,4799482.0
2025-05-08,12.26,12.74,12.0,12.44,9248500.0
2025-05-09,12.5,12.5,12.0,12.04,4680500.0
2025-05-12,12.06,12.38,11.92,12.3,7032500.0
2025-05-13,12.42,12.48,11.96,12.0,4484578.0
2025-05-14,11.96,12.1,11.88,11.94,4526000.0
2025-05-15,11.98,12.26,11.88,11.9,5508609.0
2025-05-16,11.86,11.92,11.62,11.72,4803000.0
2025-05-19,11.74,11.9,11.62,11.86,3642000.0
2025-05-20,11.9,11.9,11.58,11.64,6368000.0
2025-05-21,11.74,11.74,11.56,11.58,4872981.0
2025-05-22,11.6,12.18,11.54,12.0,12735744.0
2025-05-23,12.0,12.48,11.86,11.9,8650500.0
2025-05-26,12.08,12.42,11.7,12.38,9412335.0
2025-05-27,12.38,13.18,12.3,12.86,17221000.0
2025-05-28,12.88,13.08,12.56,12.64,5237500.0
2025-05-29,12.8,12.82,12.46,12.62,6091000.0
2025-05-30,12.62,13.04,12.58,13.0,9994668.0
2025-06-02,12.5,12.76,12.1,12.62,3142274.0
2025-06-03,12.82,13.6,12.62,12.82,21642000.0
2025-06-04,12.86,13.48,12.76,12.98,13242000.0
2025-06-05,13.02,13.08,12.54,12.62,9138529.0
2025-06-06,12.7,12.78,12.36,12.5,4473837.0
2025-06-09,12.6,13.1,12.58,12.98,11331242.0
2025-06-10,13.12,13.3,12.78,13.0,11458000.0
2025-06-11,13.06,13.1,12.88,12.96,4585973.0
2025-06-12,12.96,12.98,12.7,12.82,7521000.0
2025-06-13,12.82,13.16,12.62,12.82,28533520.0
2025-06-16,13.0,13.22,12.82,12.98,9968688.0
2025-06-17,13.08,13.36,12.56,12.56,13230500.0
2025-06-18,12.7,12.74,12.02,12.06,9417000.0
2025-06-19,12.2,12.2,11.72,11.78,5380020.0
2025-06-20,11.9,11.98,11.66,11.78,4739737.0
2025-06-23,11.72,11.88,11.2,11.6,11308320.0
2025-06-24,11.68,11.9,11.6,11.74,9242900.0
2025-06-25,11.94,12.22,11.84,12.14,8335292.0
2025-06-26,12.16,12.16,11.84,12.0,5089642.0
2025-06-27,12.1,12.1,11.72,11.84,6655015.0
2025-06-30,11.98,12.0,11.76,11.86,4836738.0
2025-07-02,11.9,13.2,11.9,12.94,33313398.0
2025-07-03,12.94,13.14,12.76,13.0,8007500.0
2025-07-04,13.0,13.06,12.52,12.86,6549500.0
2025-07-07,12.82,13.3,12.78,12.96,10293567.0
2025-07-08,12.9,13.18,12.82,13.16,7504314.0
2025-07-09,13.16,13.24,13.02,13.14,3471524.0
2025-07-10,13.14,13.72,13.08,13.56,15950000.0
2025-07-11,13.56,14.54,13.54,14.2,21838066.0
2025-07-14,14.38,14.6,14.02,14.3,11462563.0
2025-07-15,14.3,14.46,13.86,14.0,8968000.0
2025-07-16,14.1,14.24,13.8,13.88,8370624.0
2025-07-17,13.9,14.5,13.84,14.4,9424795.0
2025-07-18,14.52,16.54,14.42,16.24,44918138.0
2025-07-21,16.38,16.44,15.92,16.22,14054200.0
2025-07-22,16.42,17.24,16.22,16.72,25151410.0
2025-07-23,16.74,17.42,16.4,16.48,21722680.0
2025-07-24,17.32,18.36,16.9,17.98,33455620.0
2025-07-25,18.06,18.62,17.8,18.46,22208380.0
2025-07-28,18.78,19.96,18.78,19.6,28558880.0
2025-07-29,19.9,20.8,19.0,20.35,25325032.0
2025-07-30,21.0,23.35,20.4,21.7,59476385.0
2025-07-31,22.25,23.5,21.8,21.95,45247618.0
2025-08-01,22.6,23.35,21.45,22.85,36475330.0
2025-08-04,22.86,24.46,22.7,23.54,30662545.0
2025-08-05,24.2,27.98,23.92,27.5,77407160.0
2025-08-06,28.04,28.4,25.06,25.86,61069080.0
2025-08-07,25.86,26.74,24.6,26.3,39236388.0
2025-08-08,26.28,29.66,26.28,29.54,46840206.0
2025-08-11,30.0,31.98,28.26,30.52,56672419.0
2025-08-12,31.4,32.32,30.6,30.86,36607749.0
2025-08-13,30.66,32.08,29.98,31.66,33880980.0
2025-08-14,32.4,35.56,32.3,34.98,48381616.0
2025-08-15,35.0,41.36,34.1,41.24,69482061.0
2025-08-18,42.2,44.4,39.5,43.38,53964746.0
2025-08-19,43.0,53.7,34.0,34.32,224729322.0
2025-08-20,35.94,39.46,34.5,37.14,156672541.0
2025-08-21,37.6,37.7,34.6,35.56,55393219.0
2025-08-22,34.84,37.88,34.76,36.3,51207250.0
2025-08-25,35.3,35.3,30.3,31.62,123015608.0
2025-08-26,31.62,32.14,28.0,28.08,92307480.0
2025-08-27,28.3,28.5,27.14,27.34,49025271.0
2025-08-28,27.38,27.56,25.66,26.16,44766642.0
2025-08-29,26.26,27.48,25.76,27.02,38793403.0
2025-09-01,26.48,27.1,25.82,26.04,24260524.0
2025-09-02,26.16,26.4,25.08,25.94,24588300.0
2025-09-03,26.28,26.86,25.76,26.3,22473733.0
2025-09-04,26.42,26.46,24.86,25.28,17695046.0
2025-09-05,25.32,25.36,24.64,25.1,16734918.0
2025-09-08,25.1,25.1,23.58,23.7,27758553.0
2025-09-09,23.68,23.7,22.68,23.08,24522531.0
2025-09-10,23.06,23.5,22.32,23.12,22010200.0
2025-09-11,23.18,23.46,22.5,23.2,20682387.0
2025-09-12,23.44,23.44,22.42,22.52,18265000.0
2025-09-15,22.56,22.62,21.52,21.64,19657531.0
2025-09-16,21.8,21.88,21.02,21.12,16143743.0
2025-09-17,21.26,23.42,20.94,23.14,78574687.0
2025-09-18,23.0,27.0,22.82,26.92,124382810.0
2025-09-19,27.2,29.0,24.88,25.86,83193638.0
2025-09-22,25.58,26.86,24.94,26.36,27211070.0
2025-09-23,26.64,26.68,24.7,25.1,19800657.0
2025-09-24,25.32,25.36,23.96,24.32,18127934.0
2025-09-25,24.32,24.76,23.66,24.08,13815152.0
2025-09-26,23.68,26.42,23.68,25.3,42732095.0
2025-09-29,25.54,26.0,24.42,25.6,18969270.0
2025-09-30,25.84,26.26,25.1,25.98,18013600.0
2025-10-02,25.98,25.98,24.88,25.3,2979687.0
2025-10-03,25.3,25.38,24.96,25.1,1403691.0
2025-10-06,25.48,26.6,24.48,26.2,4731660.0
2025-10-08,26.5,26.5,25.12,25.12,2155172.0
2025-10-09,25.02,25.7,23.56,23.68,19743024.0
2025-10-10,23.4,24.58,23.36,23.6,11937400.0
2025-10-13,22.62,24.18,22.6,23.7,9901308.0
2025-10-14,24.04,24.14,22.76,23.16,7453570.0
2025-10-15,23.12,23.6,22.82,23.14,6923000.0
2025-10-16,23.3,25.6,23.08,25.6,33695413.0
2025-10-17,25.56,26.5,24.36,24.78,30674426.0
2025-10-20,25.16,25.42,23.58,23.64,16762363.0
2025-10-21,23.66,23.98,23.0,23.16,12442938.0
2025-10-22,23.3,23.72,22.82,23.12,8452688.0
2025-10-23,23.18,23.42,22.2,23.32,8949335.0
2025-10-24,23.48,23.48,22.92,23.04,5774621.0
2025-10-27,23.04,23.94,22.86,23.48,8145699.0
2025-10-28,23.48,23.9,22.68,22.74,8606663.0
2025-10-30,23.34,23.42,21.76,21.92,16499161.0
2025-10-31,21.98,22.38,21.48,21.88,10544522.0
2025-11-03,21.88,22.3,21.6,21.88,6001987.0
2025-11-04,22.12,22.12,21.0,21.24,10960648.0
2025-11-05,20.9,21.5,20.82,21.36,4519155.0
2025-11-06,21.22,21.86,21.02,21.44,7446236.0
2025-11-07,21.5,21.5,19.94,20.28,19429540.0
2025-11-10,20.18,22.18,20.02,21.62,21922360.0
2025-11-11,21.7,21.8,20.74,20.82,9489411.0
2025-11-12,20.96,20.96,20.0,20.26,9476448.0
2025-11-13,20.32,20.56,20.14,20.56,5173716.0
2025-11-14,20.46,20.48,20.14,20.22,3513000.0
2025-11-17,20.5,20.5,19.08,19.37,12492530.0
2025-11-18,19.0,19.27,18.52,18.97,11558995.0
2025-11-19,18.97,19.18,18.74,18.76,5292000.0
2025-11-20,19.08,19.08,18.57,18.87,4843700.0
2025-11-21,18.62,18.83,18.31,18.61,5725400.0
2025-11-24,18.78,18.78,18.32,18.72,4718532.0
2025-11-25,18.76,18.85,18.41,18.7,5590246.0
2025-11-26,18.66,18.85,18.4,18.53,5841526.0
2025-11-27,18.61,19.26,18.46,18.92,11584501.0
2025-11-28,18.8,19.96,18.8,19.6,13678911.0
2025-12-01,20.1,21.5,19.81,20.6,25056236.0
2025-12-02,20.8,20.88,19.68,19.9,10756770.0
2025-12-03,20.0,20.26,19.47,19.62,5379553.0
2025-12-04,19.82,19.97,18.9,19.52,8395253.0
2025-12-05,19.58,20.5,19.58,20.42,14395777.0
2025-12-08,20.58,20.58,20.14,20.44,4983500.0
2025-12-09,20.32,20.32,19.27,19.37,10803019.0
2025-12-10,19.37,19.93,19.02,19.19,7476328.0
2025-12-11,19.31,19.35,18.71,19.04,8481500.0
2025-12-12,19.04,19.3,18.13,18.8,39215700.0
2025-12-15,18.8,19.65,18.6,19.46,17919228.0
2025-12-16,19.56,19.56,18.61,18.84,6604223.0
2025-12-17,18.92,18.84,18.3,18.63,6501826.0
2025-12-18,18.5,18.6,17.87,18.05,8780437.0
2025-12-19,18.11,18.49,17.97,18.24,6215500.0
2025-12-22,18.32,18.48,18.13,18.31,3640754.0
2025-12-23,18.38,18.38,17.8,17.95,5428990.0
2025-12-24,17.95,18.09,17.68,18.07,2688000.0
2025-12-29,18.4,19.18,18.02,18.54,10071500.0
2025-12-30,18.6,18.6,17.9,18.14,6326500.0
2025-12-31,18.1,18.25,17.79,17.92,3266000.0
2026-01-02,17.92,18.26,17.59,18.09,1147152.0
2026-01-05,18.12,19.03,18.0,18.64,8616964.0
2026-01-06,18.35,19.57,18.35,19.51,11898700.0
2026-01-07,19.51,19.66,18.81,19.1,6117500.0
2026-01-08,18.9,19.15,18.63,19.03,3673500.0
2026-01-09,18.94,20.18,18.93,19.8,9440564.0
2026-01-12,19.8,21.92,19.64,21.76,20136466.0
2026-01-13,22.1,22.28,21.04,21.38,10623006.0
2026-01-14,21.48,21.9,21.06,21.34,8014500.0
2026-01-15,21.34,22.74,21.22,22.2,15580820.0
2026-01-16,22.34,23.74,22.34,22.8,19645698.0
2026-01-19,22.8,23.4,22.26,22.34,10093050.0
2026-01-20,22.34,23.2,22.0,22.8,7359516.0
2026-01-21,22.98,23.34,22.2,22.54,9146119.0
2026-01-22,22.58,22.98,22.22,22.36,4193292.0
2026-01-23,22.6,22.88,22.26,22.58,4408000.0
2026-01-26,22.56,23.28,22.42,23.08,7764500.0
2026-01-27,23.08,23.08,21.88,22.62,6687200.0
